id,source,prolific_pid,study_id,session_id,condition_type,task_order,informative_task_index,normative_task_index,created_at,finished_at,participant_no
4ef00beb-110b-4d54-9b31-ecd001440d8a,prolific,58cd0bc2a47dbb000171dc8b,68c03b0330a5bf7db9a38960,68c042657b0883f502c93bf3,minorityDiffusion,informativeFirst,2,1,2025-09-09 15:06:52.237345+00,2025-09-09 15:47:06.529+00,27
4f37c0a8-685a-4f8e-863c-f27a94a4236d,prolific,5ebebcf619a604258a233c4f,68c05d68bc8abb0714642f7a,68c061e2ed84d6da142f3994,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:20:49.662335+00,2025-09-09 18:28:36.918+00,57
4fbd634d-a658-43dd-badb-bc2fea80cafd,prolific,5be94f66a169160001dafb9d,68c05d68bc8abb0714642f7a,68c06183508fe8203f5df399,minority,informativeFirst,4,5,2025-09-09 17:19:09.162274+00,,47
4fc031df-bd76-4619-affa-8dcd30c6c748,prolific,5d332957d0635b00013bd785,68c03b0330a5bf7db9a38960,68c03ea4fa5abbf70e2cce11,minorityDiffusion,normativeFirst,5,5,2025-09-09 14:53:40.647874+00,2025-09-09 15:26:36.309+00,24
5083f919-a4ef-4433-af16-5489ead1ea4e,prolific,6777f3e9760d3844217b5ea8,68c05d68bc8abb0714642f7a,68c0616325440bb7ae3af807,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:18:42.753578+00,2025-09-09 18:07:24.484+00,33
50c64a07-874c-462f-9770-2562cd4f2890,prolific,63d13d12c35a12dd05922c69,68c05d68bc8abb0714642f7a,68c06158589fc315e9c2b3de,minorityDiffusion,informativeFirst,2,1,2025-09-09 17:18:54.662704+00,2025-09-09 18:03:03.238+00,39
5113d9f7-3fef-4ec8-8a2d-d3d2eb771a9e,prolific,5d8b66f5d189bd001a378273,68c05d68bc8abb0714642f7a,68c0616d7a326da13c5fcd8d,majority,informativeFirst,0,0,2025-09-09 17:25:00.344651+00,2025-09-09 17:58:29.755+00,85
511ad65b-efbc-4180-beae-8546a05a4b4e,prolific,5c0586b43199f4000153f133,68c05d68bc8abb0714642f7a,68c068d040190f72028112e0,minorityDiffusion,normativeFirst,5,5,2025-09-09 17:51:57.394168+00,,72
520fac17-1bfc-4435-90f5-9cde743aeceb,prolific,5fb57b265d72ea0932b4853c,68c05d68bc8abb0714642f7a,68c06397589b9498217d06c4,majority,normativeFirst,3,4,2025-09-09 17:28:07.12846+00,2025-09-09 18:08:26.498+00,94
5270e09f-e86d-46cf-86b5-ebe8ddf36c6d,prolific,61103c2b7810420e5f23f437,68c05d68bc8abb0714642f7a,68c063b0919f1b7f2fc4fbbb,minority,informativeFirst,4,5,2025-09-09 17:28:29.172467+00,2025-09-09 17:56:07.87+00,95
528d982e-72f3-4ebc-bd6a-efc7316f4baa,prolific,62e154b0682e270b4acdf5ee,68c05d68bc8abb0714642f7a,68c06167452476ecf0a4cede,minority,informativeFirst,4,2,2025-09-09 17:18:55.635399+00,,41
531f9ad6-bffe-44e4-a4f4-e115908912f6,prolific,55c495d2fdf99b2d6cabb691,68c03b0330a5bf7db9a38960,68c03dd45dddbc3076e57246,minorityDiffusion,informativeFirst,2,4,2025-09-09 14:46:55.496512+00,2025-09-09 15:15:17.612+00,9
5390b6eb-1261-4376-8663-e7c71c700f28,prolific,602c0fc2eff74b4748e9b41e,68c05d68bc8abb0714642f7a,68c06167bf5dafd2d0712653,majority,normativeFirst,3,4,2025-09-09 17:19:09.092959+00,2025-09-09 17:47:48.616+00,46
53a97c91-f20c-45e2-bb24-3de3bf2f48a9,prolific,6658c4239af9537eefdfbcc9,68c03b0330a5bf7db9a38960,68c03f0c6f4909c39374f19e,minority,informativeFirst,4,5,2025-09-09 14:52:12.170218+00,2025-09-09 15:07:52.227+00,23
586f1871-adb3-424f-b2e5-45545395dc93,prolific,65c8d70512b2fc050e53d0d1,68c05d68bc8abb0714642f7a,68c0619945da7dfbf289d681,minorityDiffusion,normativeFirst,5,5,2025-09-09 17:19:34.180372+00,2025-09-09 18:00:20.08+00,48
5b6a5a77-da0a-4cc4-b5fe-dbf17496f7df,prolific,56aa2ab9402d62000c7096f2,68c03b0330a5bf7db9a38960,68c03e0e352f7f6be6d957d8,minorityDiffusion,informativeFirst,2,1,2025-09-09 14:47:57.71027+00,2025-09-09 15:07:45.294+00,15
5b8f16c2-2f78-4373-bfd4-ac0f18f371e5,prolific,665e65e919f6e1f21ea08fbd,68c05d68bc8abb0714642f7a,68c06787c059fe77f163fb00,majority,informativeFirst,0,3,2025-09-09 17:44:58.778269+00,2025-09-09 17:59:27.586+00,55
5cc0e14d-5fe2-4447-b4ca-5994e3e10831,prolific,647869e6f69318bacc341d53,68c05d68bc8abb0714642f7a,68c073a687335bdc9c14871d,minority,informativeFirst,4,5,2025-09-09 18:36:55.358283+00,2025-09-09 19:29:04.901+00,47
5d1b61d5-a2f2-44bd-a128-edf1f61bd715,prolific,5c5af2cc2b7de10001b7840b,68c05d68bc8abb0714642f7a,68c06167dcdebc77bfb4e37f,minority,informativeFirst,4,5,2025-09-09 17:18:44.432529+00,2025-09-09 18:02:41.875+00,35
5d934fc1-711c-402b-ac91-17e8e7f9b263,prolific,665e750c97f12272bd9ab99e,68c03b0330a5bf7db9a38960,68c03e79593c7d0f8814fa72,majority,normativeFirst,3,1,2025-09-09 14:49:38.763464+00,2025-09-09 15:17:15.232+00,16
5ee36000-9570-49d1-9020-94e47b4fc598,prolific,62e3f7b224ec70641fd86b7b,68c05d68bc8abb0714642f7a,68c0615e79437f92e039110f,majority,informativeFirst,0,0,2025-09-09 17:21:04.685452+00,2025-09-09 17:46:47.841+00,61
60e7f8e1-4778-4be6-8622-22df2d440588,prolific,68b0352c1c6143ef8800b88f,68c05d68bc8abb0714642f7a,68c063d97641b70e507cf000,majority,informativeFirst,0,3,2025-09-09 17:29:08.131284+00,,55
659ac0e4-10df-4693-aaad-d97429810408,prolific,65107641138d7e50e2a290d0,68c05d68bc8abb0714642f7a,68c06178bdfcc6586ed6b4f4,minority,informativeFirst,4,5,2025-09-09 17:46:40.70504+00,2025-09-09 18:17:19.097+00,107
66a31a6c-cd36-4668-b475-44db5f8dae1e,prolific,60fcf85e1c7ddbf1ac4b1d02,68c03b0330a5bf7db9a38960,68c03eeb118937099b8ff4b0,minorityDiffusion,informativeFirst,2,4,2025-09-09 14:51:34.770706+00,2025-09-09 15:23:16.129+00,21
68e6e5f1-1440-4cb4-bef8-4a7009a19b5c,prolific,5d61a6ec798d980001f9d5e1,68c03b0330a5bf7db9a38960,68c04025d24916464fd5ceeb,minority,normativeFirst,1,0,2025-09-09 14:58:20.354323+00,2025-09-09 15:48:13.592+00,26
69268d3f-39bc-4530-924b-d854ebbd35e4,prolific,664226215b6bead5e2ea5d5a,68c05d68bc8abb0714642f7a,68c0617ecbd2a882a10cf92a,majority,informativeFirst,0,0,2025-09-09 17:19:40.800366+00,2025-09-09 17:53:42.951+00,49
6ae81c9a-e082-4873-ae39-7c0f54a06c50,prolific,66d88375799e00b593a8655f,68c05d68bc8abb0714642f7a,68c0619399a674860ea98c52,minority,informativeFirst,4,5,2025-09-09 17:20:51.401008+00,2025-09-09 18:00:04.128+00,59
6d1797b0-a111-47d7-be49-735a3794db00,prolific,662938efd711c3639bd68aa3,68c05d68bc8abb0714642f7a,68c069965ba64d2443670da6,minority,normativeFirst,1,3,2025-09-09 17:53:36.188272+00,2025-09-09 18:23:38.503+00,92
6e51d200-d884-4119-8396-68494a7ddf3f,prolific,5a3249cf4f278f00012859a9,68c05d68bc8abb0714642f7a,68c061e114a11df2f8e8b7a0,majority,informativeFirst,0,3,2025-09-09 17:23:40.899954+00,2025-09-09 17:48:24.741+00,79
6f261ba5-7677-4255-997d-0cba9bcc268c,prolific,6760853e178af224e611e496,68c05d68bc8abb0714642f7a,68c061b1f83438373434b30a,minorityDiffusion,informativeFirst,2,1,2025-09-09 17:20:07.646912+00,,51
7122b132-a5ee-45ff-8c83-464c09feedb1,prolific,5f480ae988eb7429641eae29,68c03b0330a5bf7db9a38960,68c044de9b9b338b3e0ba863,minority,normativeFirst,1,3,2025-09-09 15:17:07.580103+00,,32
74c9f1d7-3521-444e-9345-c995a33dc27a,prolific,66faeeeafd0c076eec88cfcb,68c03b0330a5bf7db9a38960,68c03eb52e01e1c73ee3872b,minority,normativeFirst,1,3,2025-09-09 14:50:39.559996+00,2025-09-09 15:35:21.071+00,20
75db1808-af29-4ad0-bee6-29558574533b,prolific,5d8cef3c28e183001a335ab0,68c05d68bc8abb0714642f7a,68c061e37e17f9594d7e3871,minority,normativeFirst,1,3,2025-09-09 17:20:49.353715+00,2025-09-09 17:50:35.401+00,56
7666e3fa-ca15-41bb-98a3-e694af950070,prolific,66cfab152c56aa0472529001,68c05d68bc8abb0714642f7a,68c061b876b7214fab36ba92,minority,informativeFirst,4,2,2025-09-09 17:20:12.091281+00,,53
76c4e229-7446-48aa-9461-ec0a87415b29,prolific,572a31e8d7299f000f7b594a,68c05d68bc8abb0714642f7a,68c06178289cd8ff487062e2,minorityDiffusion,normativeFirst,5,2,2025-09-09 17:19:02.622431+00,2025-09-09 17:44:02.657+00,42
77c2f6c1-59bb-4529-b4bd-95947c8939bb,prolific,5ccb779b2c4e1f00159333ea,68c05d68bc8abb0714642f7a,68c0626ab1657a78a6f45d8c,minority,normativeFirst,1,3,2025-09-09 17:24:01.383138+00,2025-09-09 17:48:38.811+00,80
7828fa6e-2064-4d65-a533-7b743e1b3430,prolific,6751f639ed7ec5420fbf12d9,68c05d68bc8abb0714642f7a,68c063798cdf74470ee4f798,majority,informativeFirst,0,3,2025-09-09 17:27:33.499825+00,2025-09-09 17:58:29.194+00,91
7b37ae66-f309-40f3-876b-534190445346,prolific,63cedafa29d08471b828a96a,68c05d68bc8abb0714642f7a,68c0619a045de55097888391,minority,normativeFirst,1,0,2025-09-09 17:19:47.131428+00,,50
7bbeecf7-33a6-4f95-b1f7-1b17b79f0b72,prolific,677ef42cdcee10c2f02a1441,68c05d68bc8abb0714642f7a,68c0616a7931b3eadf783a09,minority,normativeFirst,1,3,2025-09-09 17:21:34.087089+00,2025-09-09 17:53:25.759+00,68
7c8f6bfd-5a39-49ef-83db-d5f330f9b53d,prolific,5b244233a7cee100011d6924,68c05d68bc8abb0714642f7a,68c0615d404d0e366278319b,majority,informativeFirst,0,3,2025-09-09 17:37:10.200541+00,2025-09-09 18:00:22.323+00,115
7ed3a914-8b04-43a8-b4a3-40a88e6eb270,prolific,676e6f5eb2e5690f74382e58,68c05d68bc8abb0714642f7a,68c0711db045b9b4f09699ac,minorityDiffusion,normativeFirst,5,5,2025-09-09 18:27:47.259416+00,2025-09-09 18:59:45.038+00,72
828a3c44-961f-434e-948b-36a0dfc6cfe7,prolific,678b09ceb478d5c669bb0355,68c03b0330a5bf7db9a38960,68c03ee6648053a1c89337af,majority,normativeFirst,3,4,2025-09-09 14:52:00.319597+00,2025-09-09 15:46:31.758+00,22
84960d02-7dc3-43a3-b2e1-a945f23d90f0,prolific,5fbae54831099083583afff0,68c03b0330a5bf7db9a38960,68c03dab128e85c15d148a2a,minority,normativeFirst,1,3,2025-09-09 14:46:19.581021+00,2025-09-09 15:16:54.498+00,8
858e5a85-eb83-448d-a58c-c7974a70b99e,prolific,5d7ff85ffec5620017b07c40,68c05d68bc8abb0714642f7a,68c0616fba5346dbbeaeaadf,majority,informativeFirst,0,0,2025-09-09 17:18:49.210852+00,2025-09-09 17:52:39.514+00,37
85df1458-9ca6-4192-8023-967795afee8f,prolific,650b03136ab3d4c832d98b71,68c03b0330a5bf7db9a38960,68c043ee83a7a73090279dfe,majority,informativeFirst,0,3,2025-09-09 15:13:07.724733+00,2025-09-09 15:50:45.684+00,31
871d350b-2da5-4cf0-8a7a-c2dc88bb4803,prolific,66fbc35985ff22e3e81fc62a,68c03b0330a5bf7db9a38960,68c03d2e948dd38dcce76914,minorityDiffusion,informativeFirst,2,1,2025-09-09 14:44:16.229927+00,2025-09-09 15:31:40.417+00,3
873bb404-396b-4a21-bd83-ad7dd1a10af9,prolific,5c4f5967aac8be0001716a65,68c03b0330a5bf7db9a38960,68c03f8afa9e1d4741543f09,majority,informativeFirst,0,0,2025-09-09 14:55:56.03883+00,2025-09-09 15:19:34.761+00,25
889464d6-cce9-4e14-8ceb-032f3a0abf0c,prolific,5db48b4d14dab8000de45fdf,68c05d68bc8abb0714642f7a,68c06277a9b853b3c91bacea,minority,informativeFirst,4,2,2025-09-09 17:23:15.203766+00,2025-09-09 18:15:45.375+00,77
8b2a2492-a113-4a39-ad28-01b1fc85db36,prolific,59b15324e79873000148879d,68c05d68bc8abb0714642f7a,68c065629af8b18117272de5,majority,normativeFirst,3,1,2025-09-09 17:35:49.844537+00,,112
8bfc5e18-4046-400d-9da3-c0d5cd5b1090,prolific,6704539fe462b87182866f14,68c05d68bc8abb0714642f7a,68c0619c8945e712c85d434f,minority,informativeFirst,4,2,2025-09-09 17:21:27.362893+00,,65
8c88f989-ee47-4a50-89de-f1d3cc6752dc,prolific,62b626b7cc2365d4e7f5c5aa,68c05d68bc8abb0714642f7a,68c06205d55f813ba5d5fd32,minorityDiffusion,informativeFirst,2,1,2025-09-09 17:21:18.363307+00,,63
8ede819d-117f-4546-8585-2d06a42a44ed,prolific,642b2d8a7b84306d49e2f4b0,68c05d68bc8abb0714642f7a,68c06184a068f477b278ca1b,majority,informativeFirst,0,3,2025-09-09 17:20:27.196548+00,,55
8f9ebfca-c50d-4ed1-8314-27f04276794e,prolific,664e3627d723882ce7dab890,68c05d68bc8abb0714642f7a,68c076a0c0e9e5e0dff28713,minority,informativeFirst,4,2,2025-09-09 18:49:32.300823+00,2025-09-09 19:35:15.272+00,113
918d8839-cfa1-43d5-87d8-24f1600592b6,prolific,653e666cc034dbb89a5b83ce,68c05d68bc8abb0714642f7a,68c06163a56d51869a41d595,majority,normativeFirst,3,1,2025-09-09 17:18:55.372905+00,2025-09-09 17:43:28.07+00,40
929a3771-f5d2-4878-8a0f-a54e9ddd35f3,prolific,56cf683331a5bc000de1d20e,68c05d68bc8abb0714642f7a,68c0637981279d7cd4538f3c,minority,normativeFirst,1,3,2025-09-09 17:27:34.233458+00,2025-09-09 18:00:31.338+00,92
93ad0c45-b342-4f90-8198-b588bced4349,prolific,66e9236f775eae67be04229d,68c05d68bc8abb0714642f7a,68c061e2adf597b4672759f0,majority,normativeFirst,3,4,2025-09-09 17:20:51.155628+00,2025-09-09 18:32:14.137+00,58
93c35761-c7dd-49aa-94f9-6420fc5f0b78,prolific,5eca46c6c1e2c601290bab15,68c05d68bc8abb0714642f7a,68c061e067700dc5e1608146,minorityDiffusion,normativeFirst,5,5,2025-09-09 17:20:58.039433+00,2025-09-09 17:51:17.096+00,60
95561580-6b5f-4a9c-af7c-d2d85aa29a14,prolific,67ac8ac7ff629901b8ab0ffd,68c05d68bc8abb0714642f7a,68c062d16bb5e980c541b12d,minority,informativeFirst,4,2,2025-09-09 17:29:56.066363+00,2025-09-09 18:05:44.606+00,101
95f30d93-4281-4988-8ba2-840acccee258,prolific,66660a053b08e2a34f9b945c,68c05d68bc8abb0714642f7a,68c06acb2c9b1f8d5135b499,minorityDiffusion,normativeFirst,5,2,2025-09-09 17:59:39.883869+00,2025-09-09 18:27:57.222+00,114
97c14ba1-c814-4934-bf1d-21ff0650257e,prolific,6759980d797dbe50150130e0,68c05d68bc8abb0714642f7a,68c064af9e7b9d609203ce95,minority,normativeFirst,1,0,2025-09-09 17:35:11.524563+00,2025-09-09 17:54:22.561+00,110
9a87156c-e259-4496-8112-91c616f9a63e,prolific,5e2c7806bb1a6e000cf7f2e8,68c05d68bc8abb0714642f7a,68c0637af84b450f6828f169,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:27:36.078801+00,2025-09-09 18:46:34.358+00,93
9b21942f-17c3-4406-b78e-79d5b9a591bf,prolific,5d542c3a5af5900019bc80c4,68c05d68bc8abb0714642f7a,68c06963d40cf0ae9ae016a5,minority,informativeFirst,4,5,2025-09-09 17:52:58.155858+00,2025-09-09 18:20:42.954+00,71
